estadoProyecto;personaAsignada;otraPersona;fechaDebate;numero;nombreProyecto;autores;ponentes;micrositio;accionSugerida;Objeto;numArticulado;sintesisArticulo;conceptos;consideraciones;votacionArticulo;conflictoDeInteres;estadoCi;estadoProposicion;linkProposicion;idUsuarioFK;otraPersonaFK
Aprobado P;DANIEL URREA ;;;304 DE 2023;Por medio de la cual se rinde honores a la memoria y obra del expresidente Belisario Betancur Cuartas, con ocasion del primer centenario de su natalicio;;;;NO ACTUAR;Por medio de la cual se rinde honores a la memoria y obra del expresidente Belisario Betancur Cuartas, con ocasion del primer centenario de su natalicio;13;1. Republica honra la memoria y obra del expresidente  2. Autorizacion a rendir honores  3. Institucionaliza 4 de febrero para actos publicos  4. Autorizacion a Mincultura para dos bustos en bronce (Amaga y Capitolio)  5. Autoriza recursos para becas de doctorado en el exterior, Beca Belisario Betancur  6. Autoriza a Mincultura para ampliar Casa de Cultura en Amaga y construir museo del expresidente  7. Autoriza a Biblioteca y Archivo Nacional para recopilacion y publicacion de obras del expresidente  8. Autorizacion para libro biografico  9. Autoriza creacion de documental sobre el expresidente  10. Creacion de comite para seguimiento de todas estas responsabilidades  11. Autorizacion general para partidas presupuestales  12. Vigencia  13. Rige a partir de su publicacion ;MinHacienda. Sugiere redaccion de autoricese, solicita eliminar el art. 12, se abstiene de emitir concepto favorable. ;El impacto de la reactivacion en la operacion ferroviaria beneficiaria la competitividad de todas las regiones del pais, en virtud de ser una oportunidad para la movilizacion de diferentes tipos de carga de manera mas costo-eficiente, se reitera sin dejar atras otros medios, sino integrandolos en una matriz interoperable e intermodal de transporte entre los diferentes modos. Este beneficio, es evidente, se verificaria espacialmente, de forma gradual, a medida que a partir de iniciar por los proyectos mas estrategicos y/o viables para la reactivacion  puesta en operacion de esta modalidad de transporte, incluidos los proyectos asociados a corredores, que hoy cuentan con una infraestructura existente y operativa, lo que aunado a las iniciativas regionales en materia de proyectos interurbanos de pasajeros que han venido siendo apoyados por el Gobierno Nacional, permitiran la movilidad eficiente de las personas en el ambito regional y urbano, permitiendo menores tiempos de desplazamiento, mas seguridad en la operacion y una movilidad mas sostenible.;Si a todos los articulos. ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado P;CAMILO QUINTERO ;;2025-06-19;569 DE 2025;Por medio de la cual se establecen medidas sobre la elaboracion, publicacion y divulgacion de encuestas y se dictan otras disposiciones;;;https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establecen-medidas-para-la-divulgacion-de-encuestas-y-estudios-de-caracter-politico-y-electoral-para-garantizar-su-calidad-y-confiabilidad-y-se-dictan-otras-disposiciones-regula-las-encuestas-electorales/14222/;NO ACTUAR;La presente ley tiene por objeto regular la realizacion y divulgacion de encuestas para cargos de eleccion popular con el fin de garantizar la igualdad al acceso de la informacion, y la transparencia de los datos, en aras de aumentar la confiabilidad y robustecer tecnicamente la aplicacion de dichas tecnicas de investigacion, en el territorio nacional.;16;;No hay ;Ponente: Juan Sebastian Gomez. En los ultimos anos hemos visto como las encuestas politicas han fallado de manera sistematica en identificar las preferencias politicas de la ciudadania. Si bien el objetivo de las encuestas y sondeos politicos es medir la opinion del electorado, la publicacion de los resultados suele influir en los comicios electorales, razon por la cual un manejo poco tecnico de estos instrumentos de medicion puede llevar a la sociedad a tomar decisiones mal informadas en detrimento de la calidad de nuestro sistema politico. Por lo anterior, urge una nueva legislacion que unifique las normas que hoy regulan estos asuntos y que garantice unos minimos de transparencia y calidad de los metodos estadisticos aplicados al tema politico.;Positivo;NO APLICA;NO APLICA;NO APLICA;NO APLICA;1;null
Aprobado P;CAMILO QUINTERO ;;;333 DE 2023;Por medio del cual se fortalece la gestion del riesgo y la adaptacion al cambio climatico en Colombia a traves de las ciudades verdes y biodiversas;;;https://www.camara.gov.co/ciudades-verdes;NO ACTUAR;;;;;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;1;null
Aprobado P;DANIEL URREA ;;2025-02-26;047 DE 2024;Por medio del cual se establecen medidas para la implementacion de herramientas pedagogicas de las artes y la cultura y la transdisciplinariedad en los establecimientos educativos para fortalecer las competencias y los procesos de ensenanza y aprendizaje de los estudiantes y se dictan otros disposiciones;;H.R. Hernando Gonzalez;https://www.camara.gov.co/artes-y-cultura-en-establecimientos-educativos;NO ACTUAR;Establecer medidas para la implementacion de herramientas pedagogicas de las artes y la cultura y la transdisciplinariedad en los establecimientos educativos para fortalecer las competencias y los procesos de ensenanza y aprendizaje;6;1. Objeto  2. Definiciones  3. Artes como herramienta pedagogica transversal  4. Lineamientos de politica publica (los formulara el SINEFAC)  5. Formacion de formadores  6. Vigencia;"En la ponencia los congresistas mencionan conceptos positivos de Culturas y Educacion, las carteras responsables; sin embargo, estos conceptos no se encontraron en el sitio de la Camara ";No se identifica ninguna alerta. Hermoso y muy pertinente proyecto de Duvalier Sanchez. Por medio de esta incorporacion, las IE podran mejorar el impacto en los estudiantes en terminos de salud mental, inteligencias multiples y otros aspectos fundamentales para una formacion integral en el mundo contemporaneo. Se aplaude este proyecto.;Si a todos;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado P;MATEO GRISALES;;;068 DE 2023;Por medio de la cual se rinde homenaje y se preserva la memoria del procer antonio jose narino y alvarez del casal, al cumplirse 200 anos de su muerte en el municipio de villa de leyva y se dictan otras disposiciones.;;;https://www.camara.gov.co/homenaje-antonio-narino;NO ACTUAR;Honrar y exaltar la memoria del procer Antonio Amador Jose Narino y Alvarez del Casal, Antonio Narino, quien tradujo y difundio la Declaracion de Derechos del Hombre y del Ciudadano, lucho por la causa independentista y los ideales liberales, al cumplirse 200 anos de su fallecimiento en el municipio de Villa de Leyva, el 13 de diciembre de 2023.;4;1. Objeto  2. Homenaje  3. Autorizaciones presupuestales al Presidente de la Republica para la preservacion de de la casa del procer, la iglesia de Villa de Leyva, mejoramiento de la via y la ereccion de un busto en su Honor.  4. Vigencia ;N/A ;No hay alertas sobre este proyecto. Es un proyecto sencillo de homenaje al procer Antonio Narino en su natal Villa de Leyva. ;1. Positivo  2. Positivo  3. Positivo  4. Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;5;null
Aprobado P;VALENTINA RODRIGUEZ;;2024-12-04;324 DE 2024;Por medio de la cual se rinde homenaje y se preserva la memoria de Juan Jose Nieto Gil, primer y unico presidente afro de la nacion y se dictan otras disposiciones;;;https://www.camara.gov.co/homenaje-jose-nieto-gil;NO ACTUAR;"El Congreso de la Republica y la Nacion exaltan la memoria del general JUAN JOSE NIETO GIL; ensayista, escritor, historiador, docente, escritor, politico y militar colombiano, nacido en Sibarco corregimiento de Baranoa - Atlantico, quien a la fecha se ha reconocido como el primer y unico presidente Afrocolombiano de Colombia, por su valioso aporte a la nacion y su lucha por la igualdad y la justicia, su periodo como presidente de la Confederacion Granadina inicio el 25 de enero de 1861 y termino el 18 de julio del mismo ano.";7;1. Objeto  2. Se autoriza al Gobierno Nacional para crear el Centro educativo para la promocion y divulgacion de la memoria de Juan Jose Nieto Gil  3. Se autoriza al Gobierno Nacional para hacer la recopilacion de vida de Juan Jose por medio de Senal Colombia  4. Se autoirza al Gobierno Nacional para que incluya el proyecto dentro de sus partidas presupuestales  5. Creacion de asociaciones de Derecho Publico  6. Se declara el 24 de junio como dia nacional en homenaje a la memoria de juan jose nieto  7. Vigencia ;No hay conceptos ;Es un proyecto de homenaje, no hay alertas. En espera de concepto de MinCultura sobre las cargas que se le imponen ;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6;null
Aprobado P;MATEO GRISALES;;2024-12-04;010 DE 2023;Por medio del cual se adopta la Ley de Calidad de la Educacion Rural en Colombia;;;;NO ACTUAR;FICHA FISICA;;;;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;5;null
Aprobado P;VALENTINA RODRIGUEZ;;2025-04-01;018 DE 2024;Proyecto de Ley N° 018 de 2024 Camara, acumulado con el Proyecto de Ley N° 239 de 2024 Camara Por medio de la cual se dictan medidas para prevenir, atender y erradicar la Ablacion o Mutilacion Genital Femenina en Colombia;;;https://www.camara.gov.co/mutilacion-genital-femenina;NO ACTUAR;"Proteger los derechos sexuales de las ninas, adolescentes y mujeres, prohibiendo la mutilacion genital femenina; definiendo sanciones penales y estableciendo disposiciones para su atencion y abordaje.";13;1. Objeto  2. Definicion  3. Ambito de aplicacion en el territorio nacional  4. Implementacion de politica publica para la prevencion y atencion y erradicacion de la ablacion o mutilacion  5. Protocolo de atencion  6. Contenido pedagogico  7. Medidas de atencion y prevencion  8. Canales de atencion  9. Sistema de informacion  10. Dia de tolerancia cero  11. comision de revision normativa cada 5 anos por las celulas legislativa  12. Disponibilidad presupuestal a cargo del Marco Fiscal de Mediano Plazo  13. Vigencia ;Secretaria Distrital de Salud de Bogota: No hay alertas, respaldan la iniciativa ;No hay alertas. Esta iniciativa busca erradicar la ablacion o mutilacion genital femenina. Ademas, se crea una politica publica, herrramientas pedagogicas, medidas de atencion y prevencion, sistemas de informacion, entre otros mecanismos para atender la problematica. ;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;6;null
Aprobado P;MATEO GRISALES ;;2025-03-04;279 DE 2024;Mediante la cual se prorroga el Decreto Ley 893 de 2017, se promueve el fortalecimiento institucional de los municipios pertenecientes a los Programas de Desarrollo con Enfoque Territorial PDET y se dictan otras disposiciones;;;https://www.camara.gov.co/fortalecimiento-institucional-municipios-pdet;NO ACTUAR;Modificar el decreto Ley 893 de 2017 y darle desarrollo normativo a sus disposiciones con el fin de promover el fortalecimiento institucional, tecnico y financiero de los municipios que desarrollen Programas de Desarrollo con Enfoque Territorial PDET. Aumentar la prorroga de implementacion de los PDET a una vigencia de 20 anos. ;7;Articulo 1. Objeto  Articulo 2. Prorroga de implementacion PDET  Articulo 3. Amornizacion y articulacion  Articulo 4. Apoyo al saneamiento fiscal  Articulo 5. Fortalecimiento de la capacidad de formulacion de proyectos  Articulo 6. Seguimiento e implementacion  Articulo 7. Vigencias y derogatorias ;No se evidencias conceptos ;Esta iniciativa busca prorrogar los Programas de Desarrollo con enfoque territorial - PDET a diez anos mas, pues su vigencia iria hasta el 2027, lo que supondria un escenario de no cumplimiento con los compromisos y metas trazadas en estos programas que fueron construidos con las comunidades, las autoridades locales y el Gobierno Nacional para impulsar el desarrollo territorial en las regiones mas afectadas por el conflicto armado tras el acuerdo de paz con las FARC-EP y el Estado Colombiano.   ¿Por que hay retrasos en la implementacion de los PDET?    La implementaciòn de los PDET se realiza a traves de los Planes de Acciòn para la Transformaciòn Regional PART, formulados mediante un proceso participativo que incluyò a todos los niveles del ordenamiento territorial y autoridades locales. Sin embargo, la mayorìa de los PART se adoptaron entre 2018 y 2019, es decir dos anos despuès de expedido los decretos de implementaciòn, recortando el tiempo trazado para la implementaciòn.   Algunos procesos requieren esfuerzos sostenidos a largo plazo e interrumpir la ejecuciòn de los ºpDET antes de alcanzar sus objetivos afectarìa la sostenibilidad de los avances logrados y dificultarìa la superaciòn de las brechas estructurales.   ¿Que cambia con esta nueva ley?  1. Ampliaciòn de 10 anos a 20 anos para la vigencia e implementaciòn de los PDET (art 2) 2. Articulaciòn con programas de sustituciòn de cultivos, planes integrales de reparaciòn colectiva, retorono y reubicacion. (art 3) 3. Habilitaciòn para financiar PDET a travès de crèditos blandos con entidades fiancieras de redescuento (Art 4)  4. Adopciòn de programa de fortalecimiento de capacidades institucionales ;Apoyar decididamente. ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;5;null
Aprobado P;JUAN PABLO CARDONA;;2024-12-04;036 DE 2023;Por medio de la cual se establece no sujeciones a la tasa pro-deporte y recreacion;;;https://www.camara.gov.co/tasa-pro-deporte-y-recreacion;NO ACTUAR;;;;;;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado P;JUAN PABLO CARDONA;;2025-04-23;175 DE 2023;Por medio de la cual se modifica el decreto organico 111 de 1996;;;https://www.camara.gov.co/estatuto-organico-de-presupuesto;NO ACTUAR;Crear un presupuesto abierto, en el entendido de aumentar la transparencia en procedimientos que antes no la tenian establecida, asi mismo fomentando el ideal del Parlamento abierto y se encarga de reglamentar la manera como se garantizara la participacion ciudadana y academica en la elaboracion del presupuesto, asi es como se vigilara la implementacion del mismo en un escenario de control politico por parte de la rama legislativa del poder publico.;5;1. Objeto 2. Modificacion de los principios - art. 12 Decreto Organico 3. Se adiciona un capitulo y 11 articulos al Decreto Organico. - Art. 114: definicion de la Politica de Presupuesto Abierto y Cuentas Transparentes.  - Art. 115: Presupuesto abierto. Plataforma tecnologica que recoje y unifica la informacion existente. - Art. 116. Documentos del presupuesto abierto.  - Art. 117. Requisitos que deben cumplir los documentos presupuestales. - Art. 118. Requisitos para el Plan Plurianual de Inversiones y presupuestos anuales de inversion. - Art. 119. Requisitos del presupuesto de rentas. - Art. 120. Requisitos del presupuesto de gastos o apropiaciones. - Art. 121. Requisitos de los documentos del procedimiento legislativo para estudio y aprobacion del proyecto de presupuesto. - Art. 122. La Politica de Presupuesto Abierto debe ser actualizada mensualmente. - Art. 123: requisitos de la plataforma de la Politica de Presuesto Abierto. - Art. 124. Exigencias a la Oficina de Asistencia Tecnica Presupuestal del Congreso.  4. Modificacion del capitulo XIX, cambiando los numerales del capitulo. 5. Vigencias y derogatorias.;Hacienda: - Considera inconveniente las modificaciones propuestas, puesto que cualquier modificacion del EOP tendria que recaer sobre las leyes organicas y no frente a un decreto que es compilatorio de las leyes organicas de presupuesto. Eso por demas traeria el inconveniente de generar inseguridad juridica respecto de las normas legales que tendrian que aplicarse e interpretarse en adelante. - Se considera innecesario reformar el EOP para impulsar en el pais la creacion de una nueva plataforma digital de presupuesto abierto, dado que se generaria duplicidad de esfuerzos institucionales que se encuentran en marcha.;Es un proyecto de ley interesante que hace mas transparente y sencillo el seguimiento a todos los documentos alrededor del presupuesto, a pesar de que el DNP y Hacienda ya esten desarrollando actualmente procesos importantes para aumentar la transparencia de esta informacion.     regionalizacion de la inversion obligacion de bajar a nivel de proyecto los programas;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
